"","X","Tip","Ecto_spp","Genus","Plot","Site","Salix.spp","Ind","abund","mean","Phylum","Order","...1","Ecto_ID","Species","Subspecies","Rhizomorph","Foraging_distance","Accession_No","Notes","Tree_site"
"375",737,1433,"Russula_laccata","Russula",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","89BEB"
"376",738,1434,"Russula_laccata","Russula",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","89BEB"
"377",740,1436,"Russula_laccata","Russula",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","89BEB"
"378",741,1437,"Russula_laccata","Russula",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","89BEB"
"379",742,1438,"Russula_laccata","Russula",6,"89","BEB","89BEB1",1,-0.3,"Basidiomycota","Russulales",44,"Russula laccata","laccata",NA,NA,NA,"KT275667.1","99% similar","89BEB"
"380",91,369,"Sebacina1","Sebacina",4,"26","DIS","26DIS1",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26DIS"
"381",94,373,"Sebacina1","Sebacina",4,"26","DIS","26DIS1",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26DIS"
"382",97,377,"Sebacina1","Sebacina",4,"26","DIS","26DIS1",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26DIS"
"383",111,398,"Sebacina1","Sebacina",4,"26","DIS","26DIS2",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26DIS"
"384",112,401,"Sebacina1","Sebacina",4,"26","DIS","26DIS2",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26DIS"
"385",113,402,"Sebacina3","Sebacina",4,"26","BEB","26BEB1",1,-0.4,"Basidiomycota","Sebacinales",49,"Sebacina sp.","sp.",NA,NA,NA,"KT275651.1",NA,"26BEB"
"386",114,404,"Sebacina3","Sebacina",4,"26","BEB","26BEB1",1,-0.4,"Basidiomycota","Sebacinales",49,"Sebacina sp.","sp.",NA,NA,NA,"KT275651.1",NA,"26BEB"
"387",117,408,"Sebacina3","Sebacina",4,"26","BEB","26BEB1",1,-0.4,"Basidiomycota","Sebacinales",49,"Sebacina sp.","sp.",NA,NA,NA,"KT275651.1",NA,"26BEB"
"388",121,412,"Sebacina3","Sebacina",4,"26","BEB","26BEB1",1,-0.4,"Basidiomycota","Sebacinales",49,"Sebacina sp.","sp.",NA,NA,NA,"KT275651.1",NA,"26BEB"
"389",122,413,"Sebacina3","Sebacina",4,"26","BEB","26BEB1",1,-0.4,"Basidiomycota","Sebacinales",49,"Sebacina sp.","sp.",NA,NA,NA,"KT275651.1",NA,"26BEB"
"390",124,415,"Sebacina1","Sebacina",4,"26","BEB","26BEB2",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26BEB"
"391",125,416,"Sebacina1","Sebacina",4,"26","BEB","26BEB2",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26BEB"
"392",147,441,"Sebacina1","Sebacina",4,"26","PET","26PET1",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26PET"
"393",153,446,"Sebacina1","Sebacina",4,"26","PET","26PET1",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26PET"
"394",157,452,"Sebacina1","Sebacina",4,"26","PET","26PET2",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26PET"
"395",158,453,"Sebacina1","Sebacina",4,"26","PET","26PET2",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26PET"
"396",160,455,"Sebacina1","Sebacina",4,"26","PET","26PET2",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26PET"
"397",161,456,"Sebacina1","Sebacina",4,"26","PET","26PET2",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26PET"
"398",163,460,"Sebacina1","Sebacina",4,"26","PET","26PET2",1,-0.4,"Basidiomycota","Sebacinales",48,"Sebacina dimitica","dimitica",NA,NA,NA,"KT275675.1","93% similar, most closely matches Sebacina3","26PET"
"399",325,704,"Sebacina2","Sebacina",10,"19","PET","19PET3",1,-0.1,"Basidiomycota","Sebacinales",50,"Sebacina epigaea","epigaea",NA,NA,NA,"KT275649.1","88% similar, may also be helvellosebacina sp.","19PET"
"400",327,707,"Sebacina2","Sebacina",10,"19","PET","19PET3",1,-0.1,"Basidiomycota","Sebacinales",50,"Sebacina epigaea","epigaea",NA,NA,NA,"KT275649.1","88% similar, may also be helvellosebacina sp.","19PET"
"401",328,710,"Sebacina2","Sebacina",10,"19","PET","19PET3",1,-0.1,"Basidiomycota","Sebacinales",50,"Sebacina epigaea","epigaea",NA,NA,NA,"KT275649.1","88% similar, may also be helvellosebacina sp.","19PET"
"402",329,711,"Sebacina2","Sebacina",10,"19","PET","19PET3",1,-0.1,"Basidiomycota","Sebacinales",50,"Sebacina epigaea","epigaea",NA,NA,NA,"KT275649.1","88% similar, may also be helvellosebacina sp.","19PET"
"403",330,712,"Sebacina2","Sebacina",10,"19","PET","19PET3",1,-0.1,"Basidiomycota","Sebacinales",50,"Sebacina epigaea","epigaea",NA,NA,NA,"KT275649.1","88% similar, may also be helvellosebacina sp.","19PET"
"404",372,773,"Sebacina10","Sebacina",9,"40","DIS","40DIS3",1,-0.1,"Basidiomycota","Sebacinales",51,"Sebacina epigaea","epigaea",NA,NA,NA,"KT275620.1","87% similar","40DIS"
"405",380,782,"Sebacina10","Sebacina",9,"40","DIS","40DIS1",1,-0.1,"Basidiomycota","Sebacinales",51,"Sebacina epigaea","epigaea",NA,NA,NA,"KT275620.1","87% similar","40DIS"
"406",389,799,"Sebacina11","Sebacina",9,"40","PET","40PET2",1,-0.1,"Basidiomycota","Sebacinales",52,"Sebacina sp.","sp.",NA,NA,NA,"KT275621.1",NA,"40PET"
"407",391,801,"Sebacina_4","Sebacina",9,"40","PET","40PET2",1,-0.1,"Basidiomycota","Sebacinales",53,"Sebacina sp.","sp.",NA,NA,NA,"KT275622.1",NA,"40PET"
"408",392,803,"Sebacina_6","Sebacina",9,"40","PET","40PET2",1,-0.1,"Basidiomycota","Sebacinales",54,"Sebacina sp.","sp.",NA,NA,NA,"KT275623.1",NA,"40PET"
"409",394,805,"Sebacina11","Sebacina",9,"40","PET","40PET2",1,-0.1,"Basidiomycota","Sebacinales",52,"Sebacina sp.","sp.",NA,NA,NA,"KT275621.1",NA,"40PET"
"410",395,807,"Sebacina_6","Sebacina",9,"40","PET","40PET2",1,-0.1,"Basidiomycota","Sebacinales",54,"Sebacina sp.","sp.",NA,NA,NA,"KT275623.1",NA,"40PET"
"411",396,808,"Sebacina_4","Sebacina",9,"40","PET","40PET2",1,-0.1,"Basidiomycota","Sebacinales",53,"Sebacina sp.","sp.",NA,NA,NA,"KT275622.1",NA,"40PET"
"412",410,861,"Sebacina9","Sebacina",7,"34","PET","34PET1",1,-0.1,"Basidiomycota","Sebacinales",55,"Sebacina NA",NA,NA,NA,NA,NA,NA,"34PET"
"413",585,1109,"Sebacina2","Sebacina",11,"68","PET","68PET2",1,-0.1,"Basidiomycota","Sebacinales",50,"Sebacina epigaea","epigaea",NA,NA,NA,"KT275649.1","88% similar, may also be helvellosebacina sp.","68PET"
"414",745,1442,"Sebacina9","Sebacina",6,"89","DIS","89DIS1",1,-0.3,"Basidiomycota","Sebacinales",55,"Sebacina NA",NA,NA,NA,NA,NA,NA,"89DIS"
"415",3,5,"Tomentella_coerulea","Tomentella",6,"89","DIS","BB-3N",1,-0.3,"Basidiomycota","Thelephorales",56,"Tomentella NA",NA,NA,NA,NA,NA,NA,"89DIS"
"416",4,6,"Tomentella21","Tomentella",6,"89","DIS","BB-3N",1,-0.3,"Basidiomycota","Thelephorales",57,"Tomentella sp.","sp.",NA,NA,NA,"KT275603.1",NA,"89DIS"
"417",8,15,"Tomentella2","Tomentella",6,"89","DIS","BB-3M",1,-0.3,"Basidiomycota","Thelephorales",58,"Tomentella sp.","sp.",NA,NA,NA,"KT275673.1","Maybe griseocastanea","89DIS"
"418",11,22,"Tomentella_ellisii","Tomentella",6,"89","DIS","BB-3S",1,-0.3,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","89DIS"
"419",13,52,"Tomentella5","Tomentella",6,"89","PET","BB-2a",1,-0.3,"Basidiomycota","Thelephorales",60,"Tomentella sp.","sp.",NA,NA,NA,"KT275658.1",NA,"89PET"
"420",14,54,"Tomentella5","Tomentella",6,"89","PET","BB-2a",1,-0.3,"Basidiomycota","Thelephorales",60,"Tomentella sp.","sp.",NA,NA,NA,"KT275658.1",NA,"89PET"
"421",15,56,"Tomentella5","Tomentella",6,"89","PET","BB-2a",1,-0.3,"Basidiomycota","Thelephorales",60,"Tomentella sp.","sp.",NA,NA,NA,"KT275658.1",NA,"89PET"
"422",16,57,"Tomentella14","Tomentella",6,"89","PET","BB-2b",1,-0.3,"Basidiomycota","Thelephorales",61,"Tomentella substacea","substacea",NA,"Y",NA,NA,NA,"89PET"
"423",17,59,"Tomentella14","Tomentella",6,"89","PET","BB-2b",1,-0.3,"Basidiomycota","Thelephorales",61,"Tomentella substacea","substacea",NA,"Y",NA,NA,NA,"89PET"
"424",18,65,"Tomentella9","Tomentella",6,"89","PET","BB-2c",1,-0.3,"Basidiomycota","Thelephorales",62,"Tomentella stuposa","stuposa",NA,"Y",NA,"KT275628.1","98% similar, also mentioned manniensis but mostly stuposa","89PET"
"425",21,71,"Tomentella5","Tomentella",6,"89","PET","BB-2c",1,-0.3,"Basidiomycota","Thelephorales",60,"Tomentella sp.","sp.",NA,NA,NA,"KT275658.1",NA,"89PET"
"426",35,199,"Tomentella_ellisii","Tomentella",2,"10","PET","10PET1",1,-1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","10PET"
"427",36,200,"Tomentella_ellisii","Tomentella",2,"10","PET","10PET1",1,-1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","10PET"
"428",38,205,"Tomentella_ellisii","Tomentella",2,"10","PET","10PET1",1,-1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","10PET"
"429",39,206,"Tomentella_ellisii","Tomentella",2,"10","PET","10PET1",1,-1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","10PET"
"430",48,245,"Tomentella15","Tomentella",2,"10","DIS","10DIS2",1,-1,"Basidiomycota","Thelephorales",63,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275615.1",NA,"10DIS"
"431",57,268,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"432",58,269,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"433",59,270,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"434",60,271,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"435",61,272,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"436",62,273,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"437",63,274,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"438",64,276,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"439",65,277,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"440",66,278,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"441",67,279,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"442",68,280,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"443",69,281,"Tomentella4","Tomentella",2,"10","PET","10PET2",1,-1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","10PET"
"444",89,367,"Tomentella6","Tomentella",4,"26","DIS","26DIS1",1,-0.4,"Basidiomycota","Thelephorales",65,"Tomentella atramentaria","atramentaria",NA,NA,NA,"KT275659.1","86% across 93%","26DIS"
"445",93,372,"Tomentella6","Tomentella",4,"26","DIS","26DIS1",1,-0.4,"Basidiomycota","Thelephorales",65,"Tomentella atramentaria","atramentaria",NA,NA,NA,"KT275659.1","86% across 93%","26DIS"
"446",95,374,"Tomentella3","Tomentella",4,"26","DIS","26DIS1",1,-0.4,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","26DIS"
"447",99,379,"Tomentella7","Tomentella",4,"26","DIS","26DIS3",1,-0.4,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","26DIS"
"448",104,384,"Tomentella7","Tomentella",4,"26","DIS","26DIS3",1,-0.4,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","26DIS"
"449",108,388,"Tomentella7","Tomentella",4,"26","DIS","26DIS3",1,-0.4,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","26DIS"
"450",109,389,"Tomentella7","Tomentella",4,"26","DIS","26DIS3",1,-0.4,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","26DIS"
"451",123,414,"Tomentella16","Tomentella",4,"26","BEB","26BEB2",1,-0.4,"Basidiomycota","Thelephorales",68,"Tomentella fuscocinera","fuscocinera",NA,NA,NA,"KT275616.1",NA,"26BEB"
"452",130,423,"Tomentella16","Tomentella",4,"26","BEB","26BEB2",1,-0.4,"Basidiomycota","Thelephorales",68,"Tomentella fuscocinera","fuscocinera",NA,NA,NA,"KT275616.1",NA,"26BEB"
"453",133,427,"Tomentella_ellisii","Tomentella",4,"26","BEB","26BEB3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","26BEB"
"454",135,429,"Tomentella_ellisii","Tomentella",4,"26","BEB","26BEB3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","26BEB"
"455",136,430,"Tomentella_ellisii","Tomentella",4,"26","BEB","26BEB3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","26BEB"
"456",141,435,"Tomentella_ellisii","Tomentella",4,"26","BEB","26BEB3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","26BEB"
"457",142,436,"Tomentella_ellisii","Tomentella",4,"26","BEB","26BEB3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","26BEB"
"458",144,438,"Tomentella6","Tomentella",4,"26","PET","26PET1",1,-0.4,"Basidiomycota","Thelephorales",65,"Tomentella atramentaria","atramentaria",NA,NA,NA,"KT275659.1","86% across 93%","26PET"
"459",145,439,"Tomentella6","Tomentella",4,"26","PET","26PET1",1,-0.4,"Basidiomycota","Thelephorales",65,"Tomentella atramentaria","atramentaria",NA,NA,NA,"KT275659.1","86% across 93%","26PET"
"460",146,440,"Tomentella6","Tomentella",4,"26","PET","26PET1",1,-0.4,"Basidiomycota","Thelephorales",65,"Tomentella atramentaria","atramentaria",NA,NA,NA,"KT275659.1","86% across 93%","26PET"
"461",154,447,"Tomentella6","Tomentella",4,"26","PET","26PET1",1,-0.4,"Basidiomycota","Thelephorales",65,"Tomentella atramentaria","atramentaria",NA,NA,NA,"KT275659.1","86% across 93%","26PET"
"462",155,448,"Tomentella6","Tomentella",4,"26","PET","26PET1",1,-0.4,"Basidiomycota","Thelephorales",65,"Tomentella atramentaria","atramentaria",NA,NA,NA,"KT275659.1","86% across 93%","26PET"
"463",156,451,"Tomentella6","Tomentella",4,"26","PET","26PET2",1,-0.4,"Basidiomycota","Thelephorales",65,"Tomentella atramentaria","atramentaria",NA,NA,NA,"KT275659.1","86% across 93%","26PET"
"464",159,454,"Tomentella7","Tomentella",4,"26","PET","26PET2",1,-0.4,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","26PET"
"465",162,458,"Tomentella7","Tomentella",4,"26","PET","26PET2",1,-0.4,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","26PET"
"466",164,461,"Tomentella7","Tomentella",4,"26","PET","26PET2",1,-0.4,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","26PET"
"467",170,467,"Tomentella_ellisii","Tomentella",4,"26","PET","26PET3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","26PET"
"468",177,480,"Tomentella_ellisii","Tomentella",5,"92","DIS","92DIS1",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","92DIS"
"469",181,500,"Tomentella_ellisii","Tomentella",5,"92","DIS","92DIS3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","92DIS"
"470",182,501,"Tomentella_ellisii","Tomentella",5,"92","DIS","92DIS3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","92DIS"
"471",183,502,"Tomentella_ellisii","Tomentella",5,"92","DIS","92DIS3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","92DIS"
"472",184,503,"Tomentella_ellisii","Tomentella",5,"92","DIS","92DIS3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","92DIS"
"473",185,504,"Tomentella_ellisii","Tomentella",5,"92","DIS","92DIS3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","92DIS"
"474",193,521,"Tomentella_ellisii","Tomentella",5,"92","BEB","92BEB2",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","92BEB"
"475",194,528,"Tomentella_ellisii","Tomentella",5,"92","BEB","92BEB2",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","92BEB"
"476",195,530,"Tomentella_ellisii","Tomentella",5,"92","BEB","92BEB3",1,-0.4,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","92BEB"
"477",201,545,"Tomentella4","Tomentella",8,"18","PET","18PET1",1,-0.1,"Basidiomycota","Thelephorales",64,"Tomentella stuposa","stuposa",NA,NA,NA,"KT275672.1","97% similar","18PET"
"478",204,549,"Tomentella_cf._bryophila","Tomentella",8,"18","PET","18PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PET"
"479",205,550,"Tomentella_cf._bryophila","Tomentella",8,"18","PET","18PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PET"
"480",206,551,"Tomentella_cf._bryophila","Tomentella",8,"18","PET","18PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PET"
"481",207,552,"Tomentella_cf._bryophila","Tomentella",8,"18","PET","18PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PET"
"482",208,553,"Tomentella_cf._bryophila","Tomentella",8,"18","PET","18PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PET"
"483",209,554,"Tomentella_cf._bryophila","Tomentella",8,"18","PET","18PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PET"
"484",210,555,"Tomentella_cf._bryophila","Tomentella",8,"18","PET","18PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PET"
"485",211,556,"Tomentella_cf._bryophila","Tomentella",8,"18","PET","18PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PET"
"486",212,557,"Tomentella7","Tomentella",8,"18","PET","18PET2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18PET"
"487",213,558,"Tomentella_cf._bryophila","Tomentella",8,"18","PET","18PET2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PET"
"488",214,560,"Tomentella_cf._bryophila","Tomentella",8,"18","PET","18PET3",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PET"
"489",216,564,"Tomentella2","Tomentella",8,"18","PET","18PET3",1,-0.1,"Basidiomycota","Thelephorales",58,"Tomentella sp.","sp.",NA,NA,NA,"KT275673.1","Maybe griseocastanea","18PET"
"490",218,566,"Tomentella2","Tomentella",8,"18","PET","18PET3",1,-0.1,"Basidiomycota","Thelephorales",58,"Tomentella sp.","sp.",NA,NA,NA,"KT275673.1","Maybe griseocastanea","18PET"
"491",224,576,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED1",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"492",225,578,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED1",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"493",228,584,"Tomentella7","Tomentella",8,"18","PED","18PED2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18PED"
"494",229,585,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"495",231,587,"Tomentella7","Tomentella",8,"18","PED","18PED2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18PED"
"496",233,590,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED2",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"497",234,591,"Tomentella7","Tomentella",8,"18","PED","18PED2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18PED"
"498",235,592,"Tomentella7","Tomentella",8,"18","PED","18PED2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18PED"
"499",237,594,"Tomentella7","Tomentella",8,"18","PED","18PED2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18PED"
"500",238,595,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED3",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"501",239,596,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED3",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"502",240,597,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED3",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
