"","X","Tip","Ecto_spp","Genus","Plot","Site","Salix.spp","Ind","abund","mean","Phylum","Order","...1","Ecto_ID","Species","Subspecies","Rhizomorph","Foraging_distance","Accession_No","Notes","Tree_site"
"113",762,1474,"Laccaria_laccata","Laccaria",6,"89","BEB","",1,-0.3,"Basidiomycota","Agaricales",12,"Laccaria alba","alba",NA,NA,NA,"KT275642.1","99% similar, more likecly to be alba than laccata since its largely idintifies with cf. laccata","89BEB"
"114",458,919,"Cadophora_finlandica","Cadophora",7,"34","CAN","34CAN3",1,-0.1,"Ascomycota","Cadophora",19,"Cadophora finlandica","finlandica","NA",NA,NA,NA,NA,"34CAN"
"115",19,69,"Clavulinopsis_helvola","Clavulina",6,"89","PET","BB-2c",1,-0.3,"Basidiomycota","Cantharellales",NA,NA,NA,NA,NA,NA,NA,NA,"89PET"
"116",80,296,"Clavulina2","Clavulina",2,"10","HUM","10HUM3",1,-1,"Basidiomycota","Cantharellales",21,"Clavulina reae","reae",NA,NA,NA,"KT275655.1","95% similar across 99%","10HUM"
"117",81,298,"Clavulina2","Clavulina",2,"10","HUM","10HUM3",1,-1,"Basidiomycota","Cantharellales",21,"Clavulina reae","reae",NA,NA,NA,"KT275655.1","95% similar across 99%","10HUM"
"118",82,302,"Clavulina2","Clavulina",2,"10","HUM","10HUM3",1,-1,"Basidiomycota","Cantharellales",21,"Clavulina reae","reae",NA,NA,NA,"KT275655.1","95% similar across 99%","10HUM"
"119",85,305,"Clavulina2","Clavulina",2,"10","HUM","10HUM3",1,-1,"Basidiomycota","Cantharellales",21,"Clavulina reae","reae",NA,NA,NA,"KT275655.1","95% similar across 99%","10HUM"
"120",86,306,"Clavulina2","Clavulina",2,"10","HUM","10HUM3",1,-1,"Basidiomycota","Cantharellales",21,"Clavulina reae","reae",NA,NA,NA,"KT275655.1","95% similar across 99%","10HUM"
"121",87,307,"Clavulina2","Clavulina",2,"10","HUM","10HUM3",1,-1,"Basidiomycota","Cantharellales",21,"Clavulina reae","reae",NA,NA,NA,"KT275655.1","95% similar across 99%","10HUM"
"122",500,1014,"Clavulina_cf._amethystina","Clavulina",12,"49","PET","49PET3",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49PET"
"123",512,1027,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS1",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"124",513,1028,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS1",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"125",523,1038,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS1",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"126",526,1041,"Clavulina_cf._amethystina","Clavulina",12,"49","PET","49PET2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49PET"
"127",531,1046,"Clavulina_cf._amethystina","Clavulina",12,"49","PET","49PET2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49PET"
"128",532,1047,"Clavulina_cf._amethystina","Clavulina",12,"49","PET","49PET2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49PET"
"129",533,1048,"Clavulina_cf._amethystina","Clavulina",12,"49","PET","49PET2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49PET"
"130",534,1049,"Clavulina_cf._amethystina","Clavulina",12,"49","PET","49PET2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49PET"
"131",535,1050,"Clavulina_cf._amethystina","Clavulina",12,"49","PET","49PET2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49PET"
"132",536,1052,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"133",537,1053,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"134",538,1054,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"135",539,1055,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"136",540,1056,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"137",541,1058,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"138",542,1059,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"139",544,1061,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"140",545,1062,"Clavulina_cf._amethystina","Clavulina",12,"49","DIS","49DIS2",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49DIS"
"141",549,1066,"Clavulina_cf._amethystina","Clavulina",12,"49","PET","49PET1",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49PET"
"142",556,1073,"Clavulina_cf._amethystina","Clavulina",12,"49","PET","49PET1",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49PET"
"143",557,1074,"Clavulina_cf._amethystina","Clavulina",12,"49","PET","49PET1",1,0.1,"Basidiomycota","Cantharellales",22,"Clavulina reae","reae",NA,NA,NA,"KT275670.1","96% similar across 99%","49PET"
"144",617,1200,"Clavulinopsis_helvola","Clavulina",1,"AS1","HUM","AS1HUM1",1,-1.3,"Basidiomycota","Cantharellales",NA,NA,NA,NA,NA,NA,NA,NA,"AS1HUM"
"145",647,1258,"Clavulinopsis_helvola","Clavulina",1,"AS1","PET","AS1PET3",1,-1.3,"Basidiomycota","Cantharellales",NA,NA,NA,NA,NA,NA,NA,NA,"AS1PET"
"146",648,1259,"Clavulinopsis_helvola","Clavulina",1,"AS1","PET","AS1PET3",1,-1.3,"Basidiomycota","Cantharellales",NA,NA,NA,NA,NA,NA,NA,NA,"AS1PET"
"147",692,1352,"Clavulinopsis_helvola","Clavulina",3,"AS3","PET","AS3PET2",1,-0.9,"Basidiomycota","Cantharellales",NA,NA,NA,NA,NA,NA,NA,NA,"AS3PET"
"148",7,13,"Cenococcum_geophilum","Cenococcum",6,"89","DIS","BB-3M",1,-0.3,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","89DIS"
"149",42,215,"Cenococcum_geophilum","Cenococcum",2,"10","HUM","10HUM1",1,-1,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","10HUM"
"150",43,218,"Cenococcum_geophilum","Cenococcum",2,"10","HUM","10HUM1",1,-1,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","10HUM"
"151",46,221,"Cenococcum_geophilum","Cenococcum",2,"10","HUM","10HUM1",1,-1,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","10HUM"
"152",366,766,"Cenococcum_geophilum","Cenococcum",9,"40","DIS","40DIS3",1,-0.1,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","40DIS"
"153",371,771,"Cenococcum_geophilum","Cenococcum",9,"40","DIS","40DIS3",1,-0.1,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","40DIS"
"154",563,1080,"Cenococcum_geophilum","Cenococcum",12,"49","PED","49PED1",1,0.1,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","49PED"
"155",567,1085,"Cenococcum_geophilum","Cenococcum",12,"49","PED","49PED1",1,0.1,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","49PED"
"156",615,1196,"Cenococcum_geophilum","Cenococcum",1,"AS1","HUM","AS1HUM1",1,-1.3,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","AS1HUM"
"157",616,1198,"Cenococcum_geophilum","Cenococcum",1,"AS1","HUM","AS1HUM1",1,-1.3,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","AS1HUM"
"158",619,1202,"Cenococcum_geophilum","Cenococcum",1,"AS1","HUM","AS1HUM1",1,-1.3,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","AS1HUM"
"159",621,1206,"Cenococcum_geophilum","Cenococcum",1,"AS1","HUM","AS1HUM1",1,-1.3,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","AS1HUM"
"160",626,1216,"Cenococcum_geophilum","Cenococcum",1,"AS1","HUM","AS1HUM2",1,-1.3,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","AS1HUM"
"161",628,1220,"Cenococcum_geophilum","Cenococcum",1,"AS1","HUM","AS1HUM3",1,-1.3,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","AS1HUM"
"162",634,1225,"Cenococcum_geophilum","Cenococcum",1,"AS1","HUM","AS1HUM3",1,-1.3,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","AS1HUM"
"163",636,1227,"Cenococcum_geophilum","Cenococcum",1,"AS1","HUM","AS1HUM3",1,-1.3,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","AS1HUM"
"164",693,1354,"Cenococcum_geophilum","Cenococcum",3,"AS3","PET","AS3PET2",1,-0.9,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","AS3PET"
"165",699,1359,"Cenococcum_geophilum","Cenococcum",3,"AS3","PET","AS3PET2",1,-0.9,"Ascomycota","Incertae sedis",23,"Cenococcum geophilum","geophilum",NA,"N","short","KT275677.1","99% similar","AS3PET"
"166",6,12,"Meliniomyces1","Meliniomyces",6,"89","DIS","BB-3M",1,-0.3,"Ascomycota","Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"89DIS"
"167",9,16,"Meliniomyces1","Meliniomyces",6,"89","DIS","BB-3S",1,-0.3,"Ascomycota","Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"89DIS"
"168",37,203,"Meliniomyces1","Meliniomyces",2,"10","PET","10PET1",1,-1,"Ascomycota","Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"10PET"
"169",197,539,"Meliniomyces1","Meliniomyces",5,"92","BEB","92BEB3",1,-0.4,"Ascomycota","Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"92BEB"
"170",387,797,"Meliniomyces1","Meliniomyces",9,"40","BEB","40BEB2",1,-0.1,"Ascomycota","Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"40BEB"
"171",618,1201,"Meliniomyces1","Meliniomyces",1,"AS1","HUM","AS1HUM1",1,-1.3,"Ascomycota","Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"AS1HUM"
"172",620,1205,"Meliniomyces1","Meliniomyces",1,"AS1","HUM","AS1HUM1",1,-1.3,"Ascomycota","Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"AS1HUM"
"173",641,1234,"Meliniomyces1","Meliniomyces",1,"AS1","PET","AS1PET1",1,-1.3,"Ascomycota","Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"AS1PET"
"174",649,1283,"Meliniomyces1","Meliniomyces",1,"AS1","BEB","AS1BEB2",1,-1.3,"Ascomycota","Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"AS1BEB"
"175",650,1284,"Meliniomyces1","Meliniomyces",1,"AS1","BEB","AS1BEB2",1,-1.3,"Ascomycota","Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"AS1BEB"
"176",756,1466,"Meliniomyces1","Meliniomyces",6,"89","BEB","",1,-0.3,"Ascomycota","Incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"89BEB"
"177",10,21,"Chromelosporium1","Chromelosporium",6,"89","DIS","BB-3S",1,-0.3,"Ascomycota","Pezizales",25,"Chromelosporium NA",NA,NA,NA,NA,NA,NA,"89DIS"
"178",47,232,"Otidea_cf._bufonia","Otidea",2,"10","DIS","10DIS1",1,-1,"Ascomycota","Pezizales",26,"Otidea bufonia","bufonia",NA,NA,NA,"KT275680.1","99% similar","10DIS"
"179",88,366,"Peziza4","Peziza",4,"26","DIS","26DIS1",1,-0.4,"Ascomycota","Pezizales",27,"Peziza badia","badia",NA,NA,NA,"KT275647.1","95% across 99%, maybe limnaea","26DIS"
"180",90,368,"Peziza4","Peziza",4,"26","DIS","26DIS1",1,-0.4,"Ascomycota","Pezizales",27,"Peziza badia","badia",NA,NA,NA,"KT275647.1","95% across 99%, maybe limnaea","26DIS"
"181",92,371,"Peziza4","Peziza",4,"26","DIS","26DIS1",1,-0.4,"Ascomycota","Pezizales",27,"Peziza badia","badia",NA,NA,NA,"KT275647.1","95% across 99%, maybe limnaea","26DIS"
"182",96,375,"Peziza4","Peziza",4,"26","DIS","26DIS1",1,-0.4,"Ascomycota","Pezizales",27,"Peziza badia","badia",NA,NA,NA,"KT275647.1","95% across 99%, maybe limnaea","26DIS"
"183",118,409,"Peziza4","Peziza",4,"26","BEB","26BEB1",1,-0.4,"Ascomycota","Pezizales",27,"Peziza badia","badia",NA,NA,NA,"KT275647.1","95% across 99%, maybe limnaea","26BEB"
"184",165,463,"Peziza2","Peziza",4,"26","PET","26PET3",1,-0.4,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","26PET"
"185",169,466,"Peziza2","Peziza",4,"26","PET","26PET3",1,-0.4,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","26PET"
"186",171,468,"Peziza2","Peziza",4,"26","PET","26PET3",1,-0.4,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","26PET"
"187",172,469,"Peziza2","Peziza",4,"26","PET","26PET3",1,-0.4,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","26PET"
"188",173,470,"Peziza2","Peziza",4,"26","PET","26PET3",1,-0.4,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","26PET"
"189",174,471,"Peziza2","Peziza",4,"26","PET","26PET3",1,-0.4,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","26PET"
"190",175,472,"Peziza2","Peziza",4,"26","PET","26PET3",1,-0.4,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","26PET"
"191",176,473,"Peziza2","Peziza",4,"26","PET","26PET3",1,-0.4,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","26PET"
"192",192,518,"Tuber3","Tuber",5,"92","BEB","92BEB2",1,-0.4,"Ascomycota","Pezizales",29,"Tuber separans","separans",NA,NA,NA,"KT275641.1","95% similar across 99% of search","92BEB"
"193",202,547,"Geopora2","Geopora",8,"18","PET","18PET2",1,-0.1,"Ascomycota","Pezizales",30,"Geopora pinyonensis","pinyonensis",NA,NA,NA,"KT275630.1","No real certainty, cervina or pinyonensis (more pinyonensis hits than cervina, also tenuis)","18PET"
"194",203,548,"Geopora2","Geopora",8,"18","PET","18PET2",1,-0.1,"Ascomycota","Pezizales",30,"Geopora pinyonensis","pinyonensis",NA,NA,NA,"KT275630.1","No real certainty, cervina or pinyonensis (more pinyonensis hits than cervina, also tenuis)","18PET"
"195",217,565,"Geopora2","Geopora",8,"18","PET","18PET3",1,-0.1,"Ascomycota","Pezizales",30,"Geopora pinyonensis","pinyonensis",NA,NA,NA,"KT275630.1","No real certainty, cervina or pinyonensis (more pinyonensis hits than cervina, also tenuis)","18PET"
"196",219,567,"Tuber1","Tuber",8,"18","PET","18PET3",1,-0.1,"Ascomycota","Pezizales",31,"Tuber xuanhuaense","xuanhuaense",NA,NA,NA,"KT275631.1","0.93","18PET"
"197",249,609,"Peziza2","Peziza",8,"18","DIS","18DIS1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","18DIS"
"198",250,610,"Peziza2","Peziza",8,"18","DIS","18DIS1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","18DIS"
"199",251,611,"Peziza2","Peziza",8,"18","DIS","18DIS1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","18DIS"
"200",252,612,"Peziza2","Peziza",8,"18","DIS","18DIS1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","18DIS"
"201",254,614,"Peziza2","Peziza",8,"18","DIS","18DIS1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","18DIS"
"202",255,615,"Peziza2","Peziza",8,"18","DIS","18DIS1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","18DIS"
"203",256,616,"Peziza2","Peziza",8,"18","DIS","18DIS1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","18DIS"
"204",257,617,"Peziza2","Peziza",8,"18","DIS","18DIS1",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","18DIS"
"205",258,618,"Peziza2","Peziza",8,"18","DIS","18DIS3",1,-0.1,"Ascomycota","Pezizales",28,"Peziza badia","badia",NA,NA,NA,"KT275666.1","90% similar, like limnaea","18DIS"
"206",295,667,"Peziza3","Peziza",10,"19","PED","19PED3",1,-0.1,"Ascomycota","Pezizales",32,"Peziza badia","badia",NA,NA,NA,"KT275661.1","90% similar","19PED"
"207",296,668,"Peziza3","Peziza",10,"19","PED","19PED3",1,-0.1,"Ascomycota","Pezizales",32,"Peziza badia","badia",NA,NA,NA,"KT275661.1","90% similar","19PED"
"208",297,669,"Peziza3","Peziza",10,"19","PED","19PED3",1,-0.1,"Ascomycota","Pezizales",32,"Peziza badia","badia",NA,NA,NA,"KT275661.1","90% similar","19PED"
"209",298,670,"Peziza3","Peziza",10,"19","PED","19PED3",1,-0.1,"Ascomycota","Pezizales",32,"Peziza badia","badia",NA,NA,NA,"KT275661.1","90% similar","19PED"
"210",299,673,"Peziza3","Peziza",10,"19","PED","19PED3",1,-0.1,"Ascomycota","Pezizales",32,"Peziza badia","badia",NA,NA,NA,"KT275661.1","90% similar","19PED"
"211",300,676,"Peziza1","Peziza",10,"19","PED","19PED3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19PED"
"212",301,677,"Peziza3","Peziza",10,"19","PED","19PED3",1,-0.1,"Ascomycota","Pezizales",32,"Peziza badia","badia",NA,NA,NA,"KT275661.1","90% similar","19PED"
"213",332,715,"Peziza1","Peziza",10,"19","CAN","19CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"214",333,716,"Peziza1","Peziza",10,"19","CAN","19CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"215",334,717,"Geopora3","Geopora",10,"19","CAN","19CAN1",1,-0.1,"Ascomycota","Pezizales",34,"Geopora nicaeensis","nicaeensis",NA,NA,NA,"KT275618.1","99% similar","19CAN"
"216",335,718,"Peziza1","Peziza",10,"19","CAN","19CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"217",336,719,"Peziza1","Peziza",10,"19","CAN","19CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"218",337,720,"Peziza1","Peziza",10,"19","CAN","19CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"219",338,721,"Peziza1","Peziza",10,"19","CAN","19CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"220",339,722,"Peziza1","Peziza",10,"19","CAN","19CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"221",340,723,"Peziza1","Peziza",10,"19","CAN","19CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"222",341,724,"Peziza1","Peziza",10,"19","CAN","19CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"223",343,726,"Peziza1","Peziza",10,"19","CAN","19CAN1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"224",344,739,"Tuber2","Tuber",10,"19","CAN","19CAN3",1,-0.1,"Ascomycota","Pezizales",35,"Tuber xuanhuaense","xuanhuaense",NA,NA,NA,"KT275656.1","93% similar, maybe sinopuberlum","19CAN"
"225",345,740,"Peziza1","Peziza",10,"19","CAN","19CAN3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"226",346,741,"Peziza1","Peziza",10,"19","CAN","19CAN3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"227",347,742,"Tuber2","Tuber",10,"19","CAN","19CAN3",1,-0.1,"Ascomycota","Pezizales",35,"Tuber xuanhuaense","xuanhuaense",NA,NA,NA,"KT275656.1","93% similar, maybe sinopuberlum","19CAN"
"228",348,743,"Peziza1","Peziza",10,"19","CAN","19CAN3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"229",350,745,"Peziza1","Peziza",10,"19","CAN","19CAN3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","19CAN"
"230",351,746,"Tuber2","Tuber",10,"19","CAN","19CAN3",1,-0.1,"Ascomycota","Pezizales",35,"Tuber xuanhuaense","xuanhuaense",NA,NA,NA,"KT275656.1","93% similar, maybe sinopuberlum","19CAN"
"231",352,747,"Tuber2","Tuber",10,"19","CAN","19CAN3",1,-0.1,"Ascomycota","Pezizales",35,"Tuber xuanhuaense","xuanhuaense",NA,NA,NA,"KT275656.1","93% similar, maybe sinopuberlum","19CAN"
"232",353,748,"Tuber2","Tuber",10,"19","CAN","19CAN3",1,-0.1,"Ascomycota","Pezizales",35,"Tuber xuanhuaense","xuanhuaense",NA,NA,NA,"KT275656.1","93% similar, maybe sinopuberlum","19CAN"
"233",354,749,"Tuber2","Tuber",10,"19","CAN","19CAN3",1,-0.1,"Ascomycota","Pezizales",35,"Tuber xuanhuaense","xuanhuaense",NA,NA,NA,"KT275656.1","93% similar, maybe sinopuberlum","19CAN"
"234",355,751,"Peziza1","Peziza",9,"40","BEB","40BEB3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","40BEB"
"235",359,757,"Peziza1","Peziza",9,"40","BEB","40BEB3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","40BEB"
"236",364,762,"Peziza1","Peziza",9,"40","BEB","40BEB3",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","40BEB"
"237",381,785,"Peziza1","Peziza",9,"40","DIS","40DIS1",1,-0.1,"Ascomycota","Pezizales",33,"Peziza badia","badia",NA,NA,NA,"KT275669.1","96% similar, may also be violacea","40DIS"
"238",393,804,"Chromelosporium1","Chromelosporium",9,"40","PET","40PET2",1,-0.1,"Ascomycota","Pezizales",25,"Chromelosporium NA",NA,NA,NA,NA,NA,NA,"40PET"
"239",397,809,"Chromelosporium1","Chromelosporium",9,"40","PET","40PET2",1,-0.1,"Ascomycota","Pezizales",25,"Chromelosporium NA",NA,NA,NA,NA,NA,NA,"40PET"
"240",398,812,"Hydnobolites1","Hydnobolites",9,"40","DIS","40DIS2",1,-0.1,"Ascomycota","Pezizales",36,"Hydnobolites cerebriformis","cerebriformis",NA,NA,NA,"KT275635.1","92% similar","40DIS"
"241",399,815,"Helvella1","Helvella",9,"40","DIS","40DIS2",1,-0.1,"Ascomycota","Pezizales",37,"Helvella elastica","elastica",NA,NA,NA,"KT275607.1","94% similar","40DIS"
"242",401,817,"Hydnobolites1","Hydnobolites",9,"40","DIS","40DIS2",1,-0.1,"Ascomycota","Pezizales",36,"Hydnobolites cerebriformis","cerebriformis",NA,NA,NA,"KT275635.1","92% similar","40DIS"
"243",402,819,"Hydnobolites1","Hydnobolites",9,"40","DIS","40DIS2",1,-0.1,"Ascomycota","Pezizales",36,"Hydnobolites cerebriformis","cerebriformis",NA,NA,NA,"KT275635.1","92% similar","40DIS"
