,Tip,Ecto_spp,Genus,Plot,Site,Salix.spp,Ind,abund,Plspp,mean,Phylum,Order
350,745,Peziza1,Peziza,10,19,CAN,19CAN3,1,19CAN,-0.1,Ascomycota,Pezizales
351,746,Tuber2,Tuber,10,19,CAN,19CAN3,1,19CAN,-0.1,Ascomycota,Pezizales
352,747,Tuber2,Tuber,10,19,CAN,19CAN3,1,19CAN,-0.1,Ascomycota,Pezizales
353,748,Tuber2,Tuber,10,19,CAN,19CAN3,1,19CAN,-0.1,Ascomycota,Pezizales
354,749,Tuber2,Tuber,10,19,CAN,19CAN3,1,19CAN,-0.1,Ascomycota,Pezizales
355,751,Peziza1,Peziza,9,40,BEB,40BEB3,1,40BEB,-0.1,Ascomycota,Pezizales
359,757,Peziza1,Peziza,9,40,BEB,40BEB3,1,40BEB,-0.1,Ascomycota,Pezizales
364,762,Peziza1,Peziza,9,40,BEB,40BEB3,1,40BEB,-0.1,Ascomycota,Pezizales
381,785,Peziza1,Peziza,9,40,DIS,40DIS1,1,40DIS,-0.1,Ascomycota,Pezizales
393,804,Chromelosporium1,Chromelosporium,9,40,PET,40PET2,1,40PET,-0.1,Ascomycota,Pezizales
397,809,Chromelosporium1,Chromelosporium,9,40,PET,40PET2,1,40PET,-0.1,Ascomycota,Pezizales
398,812,Hydnobolites1,Hydnobolites,9,40,DIS,40DIS2,1,40DIS,-0.1,Ascomycota,Pezizales
399,815,Helvella1,Helvella,9,40,DIS,40DIS2,1,40DIS,-0.1,Ascomycota,Pezizales
401,817,Hydnobolites1,Hydnobolites,9,40,DIS,40DIS2,1,40DIS,-0.1,Ascomycota,Pezizales
402,819,Hydnobolites1,Hydnobolites,9,40,DIS,40DIS2,1,40DIS,-0.1,Ascomycota,Pezizales
405,856,Tuber1,Tuber,9,40,PET,40PET3,1,40PET,-0.1,Ascomycota,Pezizales
406,857,Genabea1,Genabea,9,40,PET,40PET3,1,40PET,-0.1,Ascomycota,Pezizales
408,859,Geopora1,Geopora,7,34,PET,34PET1,1,34PET,-0.1,Ascomycota,Pezizales
409,860,Geopora1,Geopora,7,34,PET,34PET1,1,34PET,-0.1,Ascomycota,Pezizales
411,863,Geopora1,Geopora,7,34,PET,34PET1,1,34PET,-0.1,Ascomycota,Pezizales
416,868,Peziza2,Peziza,7,34,PET,34PET1,1,34PET,-0.1,Ascomycota,Pezizales
417,870,Geopora1,Geopora,7,34,PET,34PET1,1,34PET,-0.1,Ascomycota,Pezizales
430,885,Peziza1,Peziza,7,34,SER,34SER2,1,34SER,-0.1,Ascomycota,Pezizales
431,886,Peziza1,Peziza,7,34,SER,34SER2,1,34SER,-0.1,Ascomycota,Pezizales
432,887,Peziza1,Peziza,7,34,SER,34SER2,1,34SER,-0.1,Ascomycota,Pezizales
433,888,Peziza1,Peziza,7,34,SER,34SER2,1,34SER,-0.1,Ascomycota,Pezizales
438,893,Peziza1,Peziza,7,34,SER,34SER2,1,34SER,-0.1,Ascomycota,Pezizales
441,896,Peziza1,Peziza,7,34,CAN,34CAN1,1,34CAN,-0.1,Ascomycota,Pezizales
444,899,Peziza1,Peziza,7,34,CAN,34CAN1,1,34CAN,-0.1,Ascomycota,Pezizales
445,900,Peziza1,Peziza,7,34,CAN,34CAN1,1,34CAN,-0.1,Ascomycota,Pezizales
446,901,Peziza1,Peziza,7,34,CAN,34CAN1,1,34CAN,-0.1,Ascomycota,Pezizales
447,902,Peziza1,Peziza,7,34,CAN,34CAN1,1,34CAN,-0.1,Ascomycota,Pezizales
448,903,Peziza1,Peziza,7,34,CAN,34CAN1,1,34CAN,-0.1,Ascomycota,Pezizales
449,904,Peziza1,Peziza,7,34,CAN,34CAN1,1,34CAN,-0.1,Ascomycota,Pezizales
454,913,Geopora1,Geopora,7,34,PET,34PET3,1,34PET,-0.1,Ascomycota,Pezizales
469,933,Peziza2,Peziza,7,34,SER,34SER1,1,34SER,-0.1,Ascomycota,Pezizales
470,935,Peziza2,Peziza,7,34,SER,34SER1,1,34SER,-0.1,Ascomycota,Pezizales
471,936,Peziza2,Peziza,7,34,SER,34SER1,1,34SER,-0.1,Ascomycota,Pezizales
472,937,Peziza2,Peziza,7,34,SER,34SER1,1,34SER,-0.1,Ascomycota,Pezizales
473,941,Peziza2,Peziza,7,34,SER,34SER1,1,34SER,-0.1,Ascomycota,Pezizales
491,1004,Peziza3,Peziza,12,49,PET,49PET3,1,49PET,0.1,Ascomycota,Pezizales
492,1005,Peziza3,Peziza,12,49,PET,49PET3,1,49PET,0.1,Ascomycota,Pezizales
552,1069,Tuber1,Tuber,12,49,PET,49PET1,1,49PET,0.1,Ascomycota,Pezizales
572,1088,Peziza1,Peziza,11,68,CAN,68CAN3,1,68CAN,-0.1,Ascomycota,Pezizales
574,1091,Peziza1,Peziza,11,68,CAN,68CAN3,1,68CAN,-0.1,Ascomycota,Pezizales
575,1093,Peziza1,Peziza,11,68,CAN,68CAN3,1,68CAN,-0.1,Ascomycota,Pezizales
577,1095,Peziza1,Peziza,11,68,CAN,68CAN3,1,68CAN,-0.1,Ascomycota,Pezizales
580,1097,Geopora3,Geopora,11,68,CAN,68CAN3,1,68CAN,-0.1,Ascomycota,Pezizales
662,1303,Elaphomyces_decipiens,Elaphomyces,3,AS3,HUM,AS3HUM1,1,AS3HUM,-0.9,Ascomycota,Pezizales
663,1306,Elaphomyces_decipiens,Elaphomyces,3,AS3,HUM,AS3HUM1,1,AS3HUM,-0.9,Ascomycota,Pezizales
664,1307,Elaphomyces_decipiens,Elaphomyces,3,AS3,HUM,AS3HUM1,1,AS3HUM,-0.9,Ascomycota,Pezizales
666,1314,Elaphomyces_decipiens,Elaphomyces,3,AS3,HUM,AS3HUM1,1,AS3HUM,-0.9,Ascomycota,Pezizales
667,1315,Otidea_cf._bufonia,Otidea,3,AS3,HUM,AS3HUM2,1,AS3HUM,-0.9,Ascomycota,Pezizales
668,1317,Otidea_cf._bufonia,Otidea,3,AS3,HUM,AS3HUM2,1,AS3HUM,-0.9,Ascomycota,Pezizales
669,1319,Chromelosporium1,Chromelosporium,3,AS3,HUM,AS3HUM2,1,AS3HUM,-0.9,Ascomycota,Pezizales
670,1321,Otidea_cf._bufonia,Otidea,3,AS3,HUM,AS3HUM2,1,AS3HUM,-0.9,Ascomycota,Pezizales
671,1322,Otidea_cf._bufonia,Otidea,3,AS3,HUM,AS3HUM2,1,AS3HUM,-0.9,Ascomycota,Pezizales
672,1323,Otidea_cf._bufonia,Otidea,3,AS3,HUM,AS3HUM2,1,AS3HUM,-0.9,Ascomycota,Pezizales
673,1324,Otidea_cf._bufonia,Otidea,3,AS3,HUM,AS3HUM2,1,AS3HUM,-0.9,Ascomycota,Pezizales
674,1325,Otidea_cf._bufonia,Otidea,3,AS3,HUM,AS3HUM2,1,AS3HUM,-0.9,Ascomycota,Pezizales
675,1326,Otidea_cf._bufonia,Otidea,3,AS3,HUM,AS3HUM2,1,AS3HUM,-0.9,Ascomycota,Pezizales
690,1351,Tuber3,Tuber,3,AS3,PET,AS3PET2,1,AS3PET,-0.9,Ascomycota,Pezizales
695,1355,Tuber3,Tuber,3,AS3,PET,AS3PET2,1,AS3PET,-0.9,Ascomycota,Pezizales
697,1356,Tuber3,Tuber,3,AS3,PET,AS3PET2,1,AS3PET,-0.9,Ascomycota,Pezizales
744,1441,Tuber4,Tuber,6,89,DIS,89DIS1,1,89DIS,-0.3,Ascomycota,Pezizales
746,1443,Tuber4,Tuber,6,89,DIS,89DIS1,1,89DIS,-0.3,Ascomycota,Pezizales
748,1445,Tuber4,Tuber,6,89,DIS,89DIS1,1,89DIS,-0.3,Ascomycota,Pezizales
751,1448,Tuber4,Tuber,6,89,DIS,89DIS1,1,89DIS,-0.3,Ascomycota,Pezizales
31,194,Russula_nigricans,Russula,2,10,PET,10PET1,1,10PET,-1,Basidiomycota,Russulales
32,195,Russula_nigricans,Russula,2,10,PET,10PET1,1,10PET,-1,Basidiomycota,Russulales
33,197,Russula_nigricans,Russula,2,10,PET,10PET1,1,10PET,-1,Basidiomycota,Russulales
34,198,Russula_nigricans,Russula,2,10,PET,10PET1,1,10PET,-1,Basidiomycota,Russulales
49,254,Russula_nigricans,Russula,2,10,DIS,10DIS3,1,10DIS,-1,Basidiomycota,Russulales
50,255,Russula_nigricans,Russula,2,10,DIS,10DIS3,1,10DIS,-1,Basidiomycota,Russulales
51,256,Russula_nigricans,Russula,2,10,DIS,10DIS3,1,10DIS,-1,Basidiomycota,Russulales
52,257,Russula_nigricans,Russula,2,10,DIS,10DIS3,1,10DIS,-1,Basidiomycota,Russulales
53,259,Russula_nigricans,Russula,2,10,DIS,10DIS3,1,10DIS,-1,Basidiomycota,Russulales
54,260,Russula_nigricans,Russula,2,10,DIS,10DIS3,1,10DIS,-1,Basidiomycota,Russulales
55,261,Russula_nigricans,Russula,2,10,DIS,10DIS3,1,10DIS,-1,Basidiomycota,Russulales
56,262,Russula_nigricans,Russula,2,10,DIS,10DIS3,1,10DIS,-1,Basidiomycota,Russulales
70,282,Russula_nigricans,Russula,2,10,HUM,10HUM2,1,10HUM,-1,Basidiomycota,Russulales
71,283,Russula_nigricans,Russula,2,10,HUM,10HUM2,1,10HUM,-1,Basidiomycota,Russulales
72,284,Russula_nigricans,Russula,2,10,HUM,10HUM2,1,10HUM,-1,Basidiomycota,Russulales
73,285,Russula_nigricans,Russula,2,10,HUM,10HUM2,1,10HUM,-1,Basidiomycota,Russulales
74,286,Russula_nigricans,Russula,2,10,HUM,10HUM2,1,10HUM,-1,Basidiomycota,Russulales
75,288,Russula_nigricans,Russula,2,10,HUM,10HUM2,1,10HUM,-1,Basidiomycota,Russulales
76,289,Russula_nigricans,Russula,2,10,HUM,10HUM2,1,10HUM,-1,Basidiomycota,Russulales
77,290,Russula_nigricans,Russula,2,10,HUM,10HUM2,1,10HUM,-1,Basidiomycota,Russulales
78,291,Russula_nigricans,Russula,2,10,HUM,10HUM2,1,10HUM,-1,Basidiomycota,Russulales
79,292,Russula_nigricans,Russula,2,10,HUM,10HUM2,1,10HUM,-1,Basidiomycota,Russulales
115,406,Russula_pascua,Russula,4,26,BEB,26BEB1,1,26BEB,-0.4,Basidiomycota,Russulales
116,407,Russula_pascua,Russula,4,26,BEB,26BEB1,1,26BEB,-0.4,Basidiomycota,Russulales
132,425,Russula_laccata,Russula,4,26,BEB,26BEB2,1,26BEB,-0.4,Basidiomycota,Russulales
134,428,Russula_laccata,Russula,4,26,BEB,26BEB3,1,26BEB,-0.4,Basidiomycota,Russulales
137,431,Russula_laccata,Russula,4,26,BEB,26BEB3,1,26BEB,-0.4,Basidiomycota,Russulales
138,432,Russula_laccata,Russula,4,26,BEB,26BEB3,1,26BEB,-0.4,Basidiomycota,Russulales
140,434,Russula_laccata,Russula,4,26,BEB,26BEB3,1,26BEB,-0.4,Basidiomycota,Russulales
363,761,Russula_laccata,Russula,9,40,BEB,40BEB3,1,40BEB,-0.1,Basidiomycota,Russulales
365,764,Russula_odorata,Russula,9,40,DIS,40DIS3,1,40DIS,-0.1,Basidiomycota,Russulales
367,767,Russula_odorata,Russula,9,40,DIS,40DIS3,1,40DIS,-0.1,Basidiomycota,Russulales
369,769,Russula_odorata,Russula,9,40,DIS,40DIS3,1,40DIS,-0.1,Basidiomycota,Russulales
374,775,Russula_pascua,Russula,9,40,DIS,40DIS1,1,40DIS,-0.1,Basidiomycota,Russulales
375,776,Russula_pascua,Russula,9,40,DIS,40DIS1,1,40DIS,-0.1,Basidiomycota,Russulales
376,778,Russula_pascua,Russula,9,40,DIS,40DIS1,1,40DIS,-0.1,Basidiomycota,Russulales
382,787,Russula_laccata,Russula,9,40,BEB,40BEB2,1,40BEB,-0.1,Basidiomycota,Russulales
383,789,Russula_laccata,Russula,9,40,BEB,40BEB2,1,40BEB,-0.1,Basidiomycota,Russulales
384,791,Russula_laccata,Russula,9,40,BEB,40BEB2,1,40BEB,-0.1,Basidiomycota,Russulales
385,792,Russula_laccata,Russula,9,40,BEB,40BEB2,1,40BEB,-0.1,Basidiomycota,Russulales
386,795,Russula_laccata,Russula,9,40,BEB,40BEB2,1,40BEB,-0.1,Basidiomycota,Russulales
388,798,Russula_laccata,Russula,9,40,BEB,40BEB2,1,40BEB,-0.1,Basidiomycota,Russulales
404,852,Russula_laccata,Russula,9,40,PET,40PET3,1,40PET,-0.1,Basidiomycota,Russulales
548,1065,Lactarius_cf._subdulcis,Lactarius,12,49,PET,49PET1,1,49PET,0.1,Basidiomycota,Russulales
550,1067,Lactarius_cf._subdulcis,Lactarius,12,49,PET,49PET1,1,49PET,0.1,Basidiomycota,Russulales
629,1221,Russula_laccata,Russula,1,AS1,HUM,AS1HUM3,1,AS1HUM,-1.3,Basidiomycota,Russulales
630,1222,Russula_laccata,Russula,1,AS1,HUM,AS1HUM3,1,AS1HUM,-1.3,Basidiomycota,Russulales
633,1224,Russula_emetica,Russula,1,AS1,HUM,AS1HUM3,1,AS1HUM,-1.3,Basidiomycota,Russulales
635,1226,Russula_laccata,Russula,1,AS1,HUM,AS1HUM3,1,AS1HUM,-1.3,Basidiomycota,Russulales
651,1291,Russula_laccata,Russula,1,AS1,BEB,AS1BEB3,1,AS1BEB,-1.3,Basidiomycota,Russulales
652,1292,Russula_laccata,Russula,1,AS1,BEB,AS1BEB3,1,AS1BEB,-1.3,Basidiomycota,Russulales
653,1293,Russula_laccata,Russula,1,AS1,BEB,AS1BEB3,1,AS1BEB,-1.3,Basidiomycota,Russulales
654,1294,Russula_laccata,Russula,1,AS1,BEB,AS1BEB3,1,AS1BEB,-1.3,Basidiomycota,Russulales
655,1296,Russula_laccata,Russula,1,AS1,BEB,AS1BEB3,1,AS1BEB,-1.3,Basidiomycota,Russulales
656,1297,Russula_laccata,Russula,1,AS1,BEB,AS1BEB3,1,AS1BEB,-1.3,Basidiomycota,Russulales
657,1298,Russula_laccata,Russula,1,AS1,BEB,AS1BEB3,1,AS1BEB,-1.3,Basidiomycota,Russulales
658,1299,Russula_laccata,Russula,1,AS1,BEB,AS1BEB3,1,AS1BEB,-1.3,Basidiomycota,Russulales
659,1300,Russula_laccata,Russula,1,AS1,BEB,AS1BEB3,1,AS1BEB,-1.3,Basidiomycota,Russulales
660,1301,Russula_laccata,Russula,1,AS1,BEB,AS1BEB3,1,AS1BEB,-1.3,Basidiomycota,Russulales
661,1302,Russula_laccata,Russula,1,AS1,BEB,AS1BEB3,1,AS1BEB,-1.3,Basidiomycota,Russulales
680,1340,Lactarius_cf._subdulcis,Lactarius,3,AS3,PET,AS3PET1,1,AS3PET,-0.9,Basidiomycota,Russulales
681,1341,Lactarius_cf._subdulcis,Lactarius,3,AS3,PET,AS3PET1,1,AS3PET,-0.9,Basidiomycota,Russulales
684,1345,Lactarius_cf._subdulcis,Lactarius,3,AS3,PET,AS3PET1,1,AS3PET,-0.9,Basidiomycota,Russulales
700,1363,Russula_laccata,Russula,3,AS3,PET,AS3PET3,1,AS3PET,-0.9,Basidiomycota,Russulales
701,1364,Russula_laccata,Russula,3,AS3,PET,AS3PET3,1,AS3PET,-0.9,Basidiomycota,Russulales
702,1366,Russula_laccata,Russula,3,AS3,PET,AS3PET3,1,AS3PET,-0.9,Basidiomycota,Russulales
703,1368,Russula_laccata,Russula,3,AS3,PET,AS3PET3,1,AS3PET,-0.9,Basidiomycota,Russulales
705,1369,Russula_laccata,Russula,3,AS3,PET,AS3PET3,1,AS3PET,-0.9,Basidiomycota,Russulales
707,1371,Russula_laccata,Russula,3,AS3,PET,AS3PET3,1,AS3PET,-0.9,Basidiomycota,Russulales
708,1373,Russula_laccata,Russula,3,AS3,PET,AS3PET3,1,AS3PET,-0.9,Basidiomycota,Russulales
709,1374,Russula_laccata,Russula,3,AS3,PET,AS3PET3,1,AS3PET,-0.9,Basidiomycota,Russulales
710,1380,Lactarius_cf._subdulcis,Lactarius,3,AS3,BEB,AS3BEB1,1,AS3BEB,-0.9,Basidiomycota,Russulales
711,1385,Lactarius_cf._subdulcis,Lactarius,3,AS3,BEB,AS3BEB1,1,AS3BEB,-0.9,Basidiomycota,Russulales
712,1388,Lactarius_cf._subdulcis,Lactarius,3,AS3,BEB,AS3BEB1,1,AS3BEB,-0.9,Basidiomycota,Russulales
732,1428,Russula_laccata,Russula,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Russulales
733,1429,Russula_laccata,Russula,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Russulales
734,1430,Russula_laccata,Russula,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Russulales
736,1432,Russula_laccata,Russula,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Russulales
737,1433,Russula_laccata,Russula,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Russulales
738,1434,Russula_laccata,Russula,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Russulales
740,1436,Russula_laccata,Russula,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Russulales
741,1437,Russula_laccata,Russula,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Russulales
742,1438,Russula_laccata,Russula,6,89,BEB,89BEB1,1,89BEB,-0.3,Basidiomycota,Russulales
91,369,Sebacina1,Sebacina,4,26,DIS,26DIS1,1,26DIS,-0.4,Basidiomycota,Sebacinales
94,373,Sebacina1,Sebacina,4,26,DIS,26DIS1,1,26DIS,-0.4,Basidiomycota,Sebacinales
97,377,Sebacina1,Sebacina,4,26,DIS,26DIS1,1,26DIS,-0.4,Basidiomycota,Sebacinales
111,398,Sebacina1,Sebacina,4,26,DIS,26DIS2,1,26DIS,-0.4,Basidiomycota,Sebacinales
112,401,Sebacina1,Sebacina,4,26,DIS,26DIS2,1,26DIS,-0.4,Basidiomycota,Sebacinales
113,402,Sebacina3,Sebacina,4,26,BEB,26BEB1,1,26BEB,-0.4,Basidiomycota,Sebacinales
114,404,Sebacina3,Sebacina,4,26,BEB,26BEB1,1,26BEB,-0.4,Basidiomycota,Sebacinales
117,408,Sebacina3,Sebacina,4,26,BEB,26BEB1,1,26BEB,-0.4,Basidiomycota,Sebacinales
121,412,Sebacina3,Sebacina,4,26,BEB,26BEB1,1,26BEB,-0.4,Basidiomycota,Sebacinales
122,413,Sebacina3,Sebacina,4,26,BEB,26BEB1,1,26BEB,-0.4,Basidiomycota,Sebacinales
124,415,Sebacina1,Sebacina,4,26,BEB,26BEB2,1,26BEB,-0.4,Basidiomycota,Sebacinales
125,416,Sebacina1,Sebacina,4,26,BEB,26BEB2,1,26BEB,-0.4,Basidiomycota,Sebacinales
147,441,Sebacina1,Sebacina,4,26,PET,26PET1,1,26PET,-0.4,Basidiomycota,Sebacinales
153,446,Sebacina1,Sebacina,4,26,PET,26PET1,1,26PET,-0.4,Basidiomycota,Sebacinales
157,452,Sebacina1,Sebacina,4,26,PET,26PET2,1,26PET,-0.4,Basidiomycota,Sebacinales
158,453,Sebacina1,Sebacina,4,26,PET,26PET2,1,26PET,-0.4,Basidiomycota,Sebacinales
160,455,Sebacina1,Sebacina,4,26,PET,26PET2,1,26PET,-0.4,Basidiomycota,Sebacinales
161,456,Sebacina1,Sebacina,4,26,PET,26PET2,1,26PET,-0.4,Basidiomycota,Sebacinales
163,460,Sebacina1,Sebacina,4,26,PET,26PET2,1,26PET,-0.4,Basidiomycota,Sebacinales
325,704,Sebacina2,Sebacina,10,19,PET,19PET3,1,19PET,-0.1,Basidiomycota,Sebacinales
327,707,Sebacina2,Sebacina,10,19,PET,19PET3,1,19PET,-0.1,Basidiomycota,Sebacinales
328,710,Sebacina2,Sebacina,10,19,PET,19PET3,1,19PET,-0.1,Basidiomycota,Sebacinales
329,711,Sebacina2,Sebacina,10,19,PET,19PET3,1,19PET,-0.1,Basidiomycota,Sebacinales
330,712,Sebacina2,Sebacina,10,19,PET,19PET3,1,19PET,-0.1,Basidiomycota,Sebacinales
372,773,Sebacina10,Sebacina,9,40,DIS,40DIS3,1,40DIS,-0.1,Basidiomycota,Sebacinales
380,782,Sebacina10,Sebacina,9,40,DIS,40DIS1,1,40DIS,-0.1,Basidiomycota,Sebacinales
389,799,Sebacina11,Sebacina,9,40,PET,40PET2,1,40PET,-0.1,Basidiomycota,Sebacinales
391,801,Sebacina_4,Sebacina,9,40,PET,40PET2,1,40PET,-0.1,Basidiomycota,Sebacinales
392,803,Sebacina_6,Sebacina,9,40,PET,40PET2,1,40PET,-0.1,Basidiomycota,Sebacinales
394,805,Sebacina11,Sebacina,9,40,PET,40PET2,1,40PET,-0.1,Basidiomycota,Sebacinales
395,807,Sebacina_6,Sebacina,9,40,PET,40PET2,1,40PET,-0.1,Basidiomycota,Sebacinales
396,808,Sebacina_4,Sebacina,9,40,PET,40PET2,1,40PET,-0.1,Basidiomycota,Sebacinales
410,861,Sebacina9,Sebacina,7,34,PET,34PET1,1,34PET,-0.1,Basidiomycota,Sebacinales
585,1109,Sebacina2,Sebacina,11,68,PET,68PET2,1,68PET,-0.1,Basidiomycota,Sebacinales
745,1442,Sebacina9,Sebacina,6,89,DIS,89DIS1,1,89DIS,-0.3,Basidiomycota,Sebacinales
3,5,Tomentella_coerulea,Tomentella,6,89,DIS,BB-3N,1,89DIS,-0.3,Basidiomycota,Thelephorales
4,6,Tomentella21,Tomentella,6,89,DIS,BB-3N,1,89DIS,-0.3,Basidiomycota,Thelephorales
8,15,Tomentella2,Tomentella,6,89,DIS,BB-3M,1,89DIS,-0.3,Basidiomycota,Thelephorales
11,22,Tomentella_ellisii,Tomentella,6,89,DIS,BB-3S,1,89DIS,-0.3,Basidiomycota,Thelephorales
13,52,Tomentella5,Tomentella,6,89,PET,BB-2a,1,89PET,-0.3,Basidiomycota,Thelephorales
14,54,Tomentella5,Tomentella,6,89,PET,BB-2a,1,89PET,-0.3,Basidiomycota,Thelephorales
15,56,Tomentella5,Tomentella,6,89,PET,BB-2a,1,89PET,-0.3,Basidiomycota,Thelephorales
16,57,Tomentella14,Tomentella,6,89,PET,BB-2b,1,89PET,-0.3,Basidiomycota,Thelephorales
17,59,Tomentella14,Tomentella,6,89,PET,BB-2b,1,89PET,-0.3,Basidiomycota,Thelephorales
18,65,Tomentella9,Tomentella,6,89,PET,BB-2c,1,89PET,-0.3,Basidiomycota,Thelephorales
21,71,Tomentella5,Tomentella,6,89,PET,BB-2c,1,89PET,-0.3,Basidiomycota,Thelephorales
35,199,Tomentella_ellisii,Tomentella,2,10,PET,10PET1,1,10PET,-1,Basidiomycota,Thelephorales
36,200,Tomentella_ellisii,Tomentella,2,10,PET,10PET1,1,10PET,-1,Basidiomycota,Thelephorales
38,205,Tomentella_ellisii,Tomentella,2,10,PET,10PET1,1,10PET,-1,Basidiomycota,Thelephorales
39,206,Tomentella_ellisii,Tomentella,2,10,PET,10PET1,1,10PET,-1,Basidiomycota,Thelephorales
48,245,Tomentella15,Tomentella,2,10,DIS,10DIS2,1,10DIS,-1,Basidiomycota,Thelephorales
57,268,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
58,269,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
59,270,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
60,271,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
61,272,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
62,273,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
63,274,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
64,276,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
65,277,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
66,278,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
67,279,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
68,280,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
69,281,Tomentella4,Tomentella,2,10,PET,10PET2,1,10PET,-1,Basidiomycota,Thelephorales
89,367,Tomentella6,Tomentella,4,26,DIS,26DIS1,1,26DIS,-0.4,Basidiomycota,Thelephorales
93,372,Tomentella6,Tomentella,4,26,DIS,26DIS1,1,26DIS,-0.4,Basidiomycota,Thelephorales
95,374,Tomentella3,Tomentella,4,26,DIS,26DIS1,1,26DIS,-0.4,Basidiomycota,Thelephorales
99,379,Tomentella7,Tomentella,4,26,DIS,26DIS3,1,26DIS,-0.4,Basidiomycota,Thelephorales
104,384,Tomentella7,Tomentella,4,26,DIS,26DIS3,1,26DIS,-0.4,Basidiomycota,Thelephorales
108,388,Tomentella7,Tomentella,4,26,DIS,26DIS3,1,26DIS,-0.4,Basidiomycota,Thelephorales
109,389,Tomentella7,Tomentella,4,26,DIS,26DIS3,1,26DIS,-0.4,Basidiomycota,Thelephorales
123,414,Tomentella16,Tomentella,4,26,BEB,26BEB2,1,26BEB,-0.4,Basidiomycota,Thelephorales
130,423,Tomentella16,Tomentella,4,26,BEB,26BEB2,1,26BEB,-0.4,Basidiomycota,Thelephorales
133,427,Tomentella_ellisii,Tomentella,4,26,BEB,26BEB3,1,26BEB,-0.4,Basidiomycota,Thelephorales
135,429,Tomentella_ellisii,Tomentella,4,26,BEB,26BEB3,1,26BEB,-0.4,Basidiomycota,Thelephorales
136,430,Tomentella_ellisii,Tomentella,4,26,BEB,26BEB3,1,26BEB,-0.4,Basidiomycota,Thelephorales
141,435,Tomentella_ellisii,Tomentella,4,26,BEB,26BEB3,1,26BEB,-0.4,Basidiomycota,Thelephorales
142,436,Tomentella_ellisii,Tomentella,4,26,BEB,26BEB3,1,26BEB,-0.4,Basidiomycota,Thelephorales
144,438,Tomentella6,Tomentella,4,26,PET,26PET1,1,26PET,-0.4,Basidiomycota,Thelephorales
145,439,Tomentella6,Tomentella,4,26,PET,26PET1,1,26PET,-0.4,Basidiomycota,Thelephorales
146,440,Tomentella6,Tomentella,4,26,PET,26PET1,1,26PET,-0.4,Basidiomycota,Thelephorales
154,447,Tomentella6,Tomentella,4,26,PET,26PET1,1,26PET,-0.4,Basidiomycota,Thelephorales
155,448,Tomentella6,Tomentella,4,26,PET,26PET1,1,26PET,-0.4,Basidiomycota,Thelephorales
156,451,Tomentella6,Tomentella,4,26,PET,26PET2,1,26PET,-0.4,Basidiomycota,Thelephorales
159,454,Tomentella7,Tomentella,4,26,PET,26PET2,1,26PET,-0.4,Basidiomycota,Thelephorales
162,458,Tomentella7,Tomentella,4,26,PET,26PET2,1,26PET,-0.4,Basidiomycota,Thelephorales
164,461,Tomentella7,Tomentella,4,26,PET,26PET2,1,26PET,-0.4,Basidiomycota,Thelephorales
170,467,Tomentella_ellisii,Tomentella,4,26,PET,26PET3,1,26PET,-0.4,Basidiomycota,Thelephorales
177,480,Tomentella_ellisii,Tomentella,5,92,DIS,92DIS1,1,92DIS,-0.4,Basidiomycota,Thelephorales
181,500,Tomentella_ellisii,Tomentella,5,92,DIS,92DIS3,1,92DIS,-0.4,Basidiomycota,Thelephorales
182,501,Tomentella_ellisii,Tomentella,5,92,DIS,92DIS3,1,92DIS,-0.4,Basidiomycota,Thelephorales
183,502,Tomentella_ellisii,Tomentella,5,92,DIS,92DIS3,1,92DIS,-0.4,Basidiomycota,Thelephorales
184,503,Tomentella_ellisii,Tomentella,5,92,DIS,92DIS3,1,92DIS,-0.4,Basidiomycota,Thelephorales
